question,label
How many people are affected by Mowat-Wilson syndrome ?,information
What are the genetic changes related to Mowat-Wilson syndrome ?,information
Is Mowat-Wilson syndrome inherited ?,information
What are the treatments for Mowat-Wilson syndrome ?,treatment
What is (are) intranuclear rod myopathy ?,information
How many people are affected by intranuclear rod myopathy ?,information
What are the genetic changes related to intranuclear rod myopathy ?,information
Is intranuclear rod myopathy inherited ?,information
What are the treatments for intranuclear rod myopathy ?,treatment
What is (are) craniofacial microsomia ?,information
How many people are affected by craniofacial microsomia ?,information
What are the genetic changes related to craniofacial microsomia ?,information
Is craniofacial microsomia inherited ?,information
What are the treatments for craniofacial microsomia ?,treatment
What is (are) aromatase deficiency ?,information
How many people are affected by aromatase deficiency ?,information
What are the genetic changes related to aromatase deficiency ?,information
Is aromatase deficiency inherited ?,information
What are the treatments for aromatase deficiency ?,treatment
What is (are) cri-du-chat syndrome ?,information
How many people are affected by cri-du-chat syndrome ?,information
What are the genetic changes related to cri-du-chat syndrome ?,information
Is cri-du-chat syndrome inherited ?,information
What are the treatments for cri-du-chat syndrome ?,treatment
What is (are) Schwartz-Jampel syndrome ?,information
How many people are affected by Schwartz-Jampel syndrome ?,information
What are the genetic changes related to Schwartz-Jampel syndrome ?,information
Is Schwartz-Jampel syndrome inherited ?,information
What are the treatments for Schwartz-Jampel syndrome ?,treatment
What is (are) Meckel syndrome ?,information
How many people are affected by Meckel syndrome ?,information
What are the genetic changes related to Meckel syndrome ?,information
Is Meckel syndrome inherited ?,information
What are the treatments for Meckel syndrome ?,treatment
What is (are) celiac disease ?,information
How many people are affected by celiac disease ?,information
What are the genetic changes related to celiac disease ?,information
Is celiac disease inherited ?,information
What are the treatments for celiac disease ?,treatment
What is (are) Lesch-Nyhan syndrome ?,information
How many people are affected by Lesch-Nyhan syndrome ?,information
What are the genetic changes related to Lesch-Nyhan syndrome ?,information
Is Lesch-Nyhan syndrome inherited ?,information
What are the treatments for Lesch-Nyhan syndrome ?,treatment
What is (are) dopa-responsive dystonia ?,information
How many people are affected by dopa-responsive dystonia ?,information
What are the genetic changes related to dopa-responsive dystonia ?,information
Is dopa-responsive dystonia inherited ?,information
What are the treatments for dopa-responsive dystonia ?,treatment
What is (are) cutis laxa ?,information
How many people are affected by cutis laxa ?,information
What are the genetic changes related to cutis laxa ?,information
Is cutis laxa inherited ?,information
What are the treatments for cutis laxa ?,treatment
What is (are) Bjrnstad syndrome ?,information
How many people are affected by Bjrnstad syndrome ?,information
What are the genetic changes related to Bjrnstad syndrome ?,information
Is Bjrnstad syndrome inherited ?,information
What are the treatments for Bjrnstad syndrome ?,treatment
What is (are) chordoma ?,information
How many people are affected by chordoma ?,information
What are the genetic changes related to chordoma ?,information
Is chordoma inherited ?,information
What are the treatments for chordoma ?,treatment
What is (are) juvenile Paget disease ?,information
How many people are affected by juvenile Paget disease ?,information
What are the genetic changes related to juvenile Paget disease ?,information
Is juvenile Paget disease inherited ?,information
What are the treatments for juvenile Paget disease ?,treatment
What is (are) anencephaly ?,information
How many people are affected by anencephaly ?,information
What are the genetic changes related to anencephaly ?,information
Is anencephaly inherited ?,information
What are the treatments for anencephaly ?,treatment
What is (are) Adams-Oliver syndrome ?,information
How many people are affected by Adams-Oliver syndrome ?,information
What are the genetic changes related to Adams-Oliver syndrome ?,information
Is Adams-Oliver syndrome inherited ?,information
What are the treatments for Adams-Oliver syndrome ?,treatment
What is (are) Jackson-Weiss syndrome ?,information
How many people are affected by Jackson-Weiss syndrome ?,information
What are the genetic changes related to Jackson-Weiss syndrome ?,information
Is Jackson-Weiss syndrome inherited ?,information
What are the treatments for Jackson-Weiss syndrome ?,treatment
What is (are) mucolipidosis II alpha/beta ?,information
How many people are affected by mucolipidosis II alpha/beta ?,information
What are the genetic changes related to mucolipidosis II alpha/beta ?,information
Is mucolipidosis II alpha/beta inherited ?,information
What are the treatments for mucolipidosis II alpha/beta ?,treatment
What is (are) myoclonus-dystonia ?,information
How many people are affected by myoclonus-dystonia ?,information
What are the genetic changes related to myoclonus-dystonia ?,information
Is myoclonus-dystonia inherited ?,information
What are the treatments for myoclonus-dystonia ?,treatment
What is (are) complete LCAT deficiency ?,information
How many people are affected by complete LCAT deficiency ?,information
What are the genetic changes related to complete LCAT deficiency ?,information
Is complete LCAT deficiency inherited ?,information
What are the treatments for complete LCAT deficiency ?,treatment
What is (are) Peters plus syndrome ?,information
How many people are affected by Peters plus syndrome ?,information
What are the genetic changes related to Peters plus syndrome ?,information
Is Peters plus syndrome inherited ?,information
What are the treatments for Peters plus syndrome ?,treatment
What is (are) Holt-Oram syndrome ?,information
How many people are affected by Holt-Oram syndrome ?,information
